"COD_ASL","COD_STRUTTURA","DENOM_STRUTTURA","INDIRIZZO_UBICAZIONE","COD_ISTAT_COMUNE_UBICAZIONE","COMUNE_UBICAZIONE","CAP","PROV_COMUNE_UBICAZIONE","TOT_POSTI_AUTORIZZATI","TOT_POSTI_ACCREDITATI","COD_GESTORE","DENOM_GESTORE","P_IVA","COD_FISCALE_GESTORE","INDIRIZZO_SEDE_LEGALE","COD_ISTAT_COMUNE_SEDE_LEGALE","COMUNE_SEDE_LEGALE","PROV_SEDE_LEGALE","PUBBLICA_PRIVATA","WGS84_Y","WGS84_X","FL_ACCREDITATA","Location"
"325","001282","RSA PAPA GIOVANNI PAOLO I","VIA CESARE BATTISTI,3","016198","SERIATE","24.068","BG","70","70","690506","UNIVERSIIS SOCIETA' COOPERATIVA SOCIALE","01818390302","01818390302","VIA CIVIDINA,41/A","030129","UDINE","UD","PRIVATA","45,6844115","9,7203462","SI","POINT (9.7203462 45.6844115)"
"326","001474","RSA - FONDAZIONE ONLUS ""LONGINI - MORELLI-SIRONI DI PRALBOINO""","VIA MORELLI,10","017152","PRALBOINO","25.020","BS","84","81","690616","FONDAZIONE ONLUS LONGINI MORELLI DI PRALBOINO","00621130988","88003570178","VIA MORELLI,10","017152","PRALBOINO","BS","PRIVATA","45,26634","10,21852","SI","POINT (10.21852 45.26634)"
"321","000026","RSA CASA SAN GIUSEPPE","VIA DELLE ANDE,11","015146","MILANO","20.151","MI","120","120","690777","ASSOCIAZIONE MONTE TABOR","03271350153","03271350153","VIA OLGETTINA,46","015146","MILANO","MI","PRIVATA","45,4950114","9,1273283","SI","POINT (9.1273283 45.4950114)"
"325","001326","FONDAZIONE CASA DI RIPOSO VILLA DELLA PACE","VIA CONTE PINO ZANCHI,10","016207","STEZZANO","24.040","BG","78","72","690555","FONDAZIONE CASA DI RIPOSO VILLA DELLA PACE","00809620164","80024250161","VIA CONTE PINO ZANCHI,10","016207","STEZZANO","BG","PRIVATA","45,6524052","9,6496154","SI","POINT (9.6496154 45.6524052)"
"321","000457","FONDAZIONE N. MARIO LAMPUGNANI","CORSO SEMPIONE,2","015154","NERVIANO","20.014","MI","86","84","690638","FONDAZIONE N. MARIO LAMPUGNANI","06807360158","86501980154","CORSO SEMPIONE,2","015154","NERVIANO","MI","PRIVATA","45,5569582","8,9784104","SI","POINT (8.9784104 45.5569582)"
"324","001098","RSA LUIGI PORRO","VIALE TRIESTE,1","108005","BARLASSINA","20.825","MB","76","76","690490","CONSORZIO SANLAB","03083950133","03083950133","VIA PADRE GIUSEPPE MASCIADRI,2/H","013143","MARIANO COMENSE","CO","PRIVATA","45,65506","9,13214","SI","POINT (9.13214 45.65506)"
"322","000807","RSA SANT'ANDREA","VIA ANDREA BUTTAFAVA,15","012040","CASSANO MAGNAGO","21.012","VA","60","60","200643","INSUBRIUM S.R.L.","02825570027","02825570027","VIA VERCELLI, 23","002031","CARESANABLOT","VC","PRIVATA","45,67676","8,82727","SI","POINT (8.82727 45.67676)"
"322","002737","CASA ANZIANI INTERCOMUNALE","VIA SOMAZZO,7","013256","UGGIATE CON RONAGO","22.029","CO","106","104","690473","AZIENDA SPECIALE CONSORTILE CASA ANZIANI INTERCOMUNALE","01750930131","01750930131","VIA SOMAZZO,7","013256","UGGIATE CON RONAGO","CO","PUBBLICA","45,8261598","8,9596728","SI","POINT (8.9596728 45.8261598)"
"323","000950","FONDAZIONE CASA DI RIPOSO MADONNA DELLA NEVE ETS","LARGO DON AMBROGIO REDAELLI,3","014020","CHIURO","23.030","SO","60","60","690431","""FONDAZIONE CASA DI RIPOSO """"MADONNA DELLA NEVE"""" ONLUS""","00709890149","80000320145","LARGO DON AMBROGIO REDAELLI,3","014020","CHIURO","SO","PRIVATA","46,17008","9,98928","SI","POINT (9.98928 46.17008)"
"326","001666","RSA - CASA DI RIPOSO CENACOLO ELISA BALDO","VIA ELISA BALDO,13","017077","GAVARDO","25.085","BS","42","37","690734","ENTE MORALE CENACOLO ELISA BALDO","00465200178","00465200178","VIA TRIESTE,13","017029","BRESCIA","BS","PRIVATA","45,5838969","10,4390826","SI","POINT (10.4390826 45.5838969)"
"321","000249","RESIDENZA NAVIGLI","VIA CARLO ROBERTO DARWIN,17","015146","MILANO","20.143","MI","87","87","691497","KOS CARE S.R.L.","01148190547","01148190547","VIA DURINI,9","015146","MILANO","MI","PRIVATA","45,4453589","9,1748247","SI","POINT (9.1748247 45.4453589)"
"324","001120","CASA DI RIPOSO LA MADONNINA","VIA ATTILIO GIORDANI,1","097008","BELLANO","23.822","LC","18","18","148412","LA MUGGIASCA COOPERATIVA DI SOLIDARIETA' A R.L.","01719400135","01719400135","VIA ATTILIO GIORDANI,1","097008","BELLANO","LC","PRIVATA","46,04371","9,30257","SI","POINT (9.30257 46.04371)"
"323","000916","CASA DI RIPOSO CITTA' DI SONDRIO","VIA DON LUIGI GUANELLA,36","014061","SONDRIO","23.100","SO","155","155","691255","FONDAZIONE CASA DI RIPOSO CITTA' DI SONDRIO","00401580147","80000270142","VIA DON LUIGI GUANELLA,36","014061","SONDRIO","SO","PRIVATA","46,16346","9,86489","SI","POINT (9.86489 46.16346)"
"321","000680","RSA GIUSEPPE GEROSA BRICHETTO","VIA MECENATE,96","015146","MILANO","20.138","MI","120","120","127270","C.A.D.I.A.I. COOPERATIVA SOCIALE","00672690377","00672690377","VIA PAOLO BOVI CAMPEGGI,2/4","037006","BOLOGNA","BO","PRIVATA","45,4502058","9,2509956","SI","POINT (9.2509956 45.4502058)"
"322","002862","IDA PARRAVICINI DI PERSIA","VIA CAROLINA PULICI,31","013004","ALBESE CON CASSANO","22.032","CO","51","51","690860","FONDAZIONE IDA PARRAVICINI DI PERSIA ONLUS","82003290135","82003290135","VIA CAROLINA PULICI,31","013004","ALBESE CON CASSANO","CO","PRIVATA","45,79727","9,16811","SI","POINT (9.16811 45.79727)"
"321","000462","""RSA """"DOTT. MARIO LEONE""""""","VIA SAN BERNARDO,4","015144","MESERO","20.010","MI","60","60","690790","COOPERATIVA SOCIALE COOPSELIOS SOCIETA' COOPERATIVA ONLUS","01164310359","01164310359","VIA ANTONIO GRAMSCI,54/S","035033","REGGIO NELL'EMILIA","RE","PRIVATA","45,50036139","8,85421651","SI","POINT (8.85421651 45.50036139)"
"324","001096","RSA VILLA CENACOLO","PIAZZA SAN VITO,33","108054","LENTATE SUL SEVESO","20.823","MB","103","103","691227","CENTRO DELL'ANZIANO S.R.L.","00920220969","08672380154","VIA SAN DONATO,97","001272","TORINO","TO","PRIVATA","45,6780727","9,1214406","SI","POINT (9.1214406 45.6780727)"
"326","001560","RSA LE RONDINI","VIA CAVALIERE DEL LAVORO UMBERTO GNUTTI,4","017096","LUMEZZANE","25.065","BS","125","120","691127","FONDAZIONE LE RONDINI CITTA' DI LUMEZZANE ONLUS","03024390985","92013290173","VIA CAVALIERE DEL LAVORO UMBERTO GNUTTI,4","017096","LUMEZZANE","BS","PRIVATA","45,65213","10,25083","SI","POINT (10.25083 45.65213)"
"321","032203","IL PALIO","VIA PAPA PIO XI,14","015118","LEGNANO","20.025","MI","86","86","136089","RSA OASI CERRO SRL","09986470962","09986470962","VIA PORLEZZA,8","015146","MILANO","MI","PRIVATA","45,59814","8,92464003","SI","POINT (8.92464003 45.59814)"
"326","001475","RSA - FONDAZIONE ""NOBILE ANNIBALE MAGGI VIA ONLUS""","VIA CASTELLO,1","017177","SENIGA","25.020","BS","50","42","690712","""FONDAZIONE """"NOBILE MAGGI VIA"""" - ONLUS""","00727450983","88004050170","VIA CASTELLO,1","017177","SENIGA","BS","PRIVATA","45,24093","10,1757","SI","POINT (10.1757 45.24093)"
"322","000810","RESIDENZA ANGELO BELLORA","VIA ARNALDO AGNELLI,7","012070","GALLARATE","21.013","VA","54","54","690727","FONDAZIONE BELLORA ONLUS","01837120128","82005470123","PIAZZA GIOVANE ITALIA,1","012070","GALLARATE","VA","PRIVATA","45,65446","8,78807","SI","POINT (8.78807 45.65446)"
"325","001411","FONDAZIONE DON STEFANO PALLA ONLUS","VIA MONTE SOLE,2","016164","PIAZZA BREMBANA","24.014","BG","89","87","691148","FONDAZIONE DON STEFANO PALLA ONLUS","02221610161","02221610161","VIA MONTE SOLE,2","016164","PIAZZA BREMBANA","BG","PRIVATA","45,9465383","9,6778978","SI","POINT (9.6778978 45.9465383)"
"328","002016","SAN FORTUNATO","VIA CAMILLO BENSO CAVOUR,6","018033","CASEI GEROLA","27.050","PV","68","68","690506","UNIVERSIIS SOCIETA' COOPERATIVA SOCIALE","01818390302","01818390302","VIA CIVIDINA,41/A","030129","UDINE","UD","PRIVATA","45,0055004","8,92686","SI","POINT (8.92686 45.0055004)"
"323","000966","RSA FONDAZIONE MONS. GIACOMO CARETTONI ETS","VIA ROMA,100","017148","PONTE DI LEGNO","25.056","BS","82","61","690611","FONDAZIONE MONS. GIACOMO CARETTONI ONLUS","02502600980","81003050176","VIA ROMA,100","017148","PONTE DI LEGNO","BS","PRIVATA","46,25533","10,49772","SI","POINT (10.49772 46.25533)"
"322","004838","FONDAZIONE RSA GARIBALDI POGLIANI ONLUS SEDE 3 FOSSANO","VIA GINEVRINA DA FOSSANO,20","013041","CANTU'","22.063","CO","120","120","690802","FONDAZIONE R.S.A. GARIBALDI POGLIANI ONLUS","01798350136","81002570133","VIA FRATELLI GALIMBERTI,4","013041","CANTU'","CO","PRIVATA","45,7377779","9,135774","SI","POINT (9.135774 45.7377779)"
"328","002111","RIVA DEL TEMPO","VIA LEONARDO DA VINCI,2","018122","RIVANAZZANO TERME","27.055","PV","23","23","690535","RIVA DEL TEMPO S.R.L.","12128600157","12128600157","VIA MERIGGIA,6","015211","SETTIMO MILANESE","MI","PRIVATA","44,92883","9,02196","SI","POINT (9.02196 44.92883)"
"322","000863","RESIDENZA ISPRA RELAIS","VIA BELVEDERE,40","012084","ISPRA","21.027","VA","90","80","690439","MARINER UNO SRL","06073260157","80081110159","CORSO DI PORTA ROMANA,54","015146","MILANO","MI","PRIVATA","45,8221674","8,6151314","SI","POINT (8.6151314 45.8221674)"
"326","001641","RSA DI VIA VERONICA GAMBARA N. 20","VIA LATTANZIO GAMBARA,20","017125","ORZINUOVI","25.034","BS","111","103","690650","FONDAZIONI RIUNITE ONLUS DELLA BASSA BRESCIANA OCCIDENTALE","00726090988","86000210178","VIA V.GAMBARA,20","017125","ORZINUOVI","BS","PRIVATA","45,4039596","9,9224203","SI","POINT (9.9224203 45.4039596)"
"321","000290","RSA LA PICCOLA CASA DEL RIFUGIO","VIA GIACOMO ANTONINI,3","015146","MILANO","20.141","MI","263","263","690419","LA PICCOLA CASA DEL RIFUGIO","08634020153","80070250156","VIA GIACOMO ANTONINI,3","015146","MILANO","MI","PRIVATA","45,4374343","9,1892325","SI","POINT (9.1892325 45.4374343)"
"325","001357","OPERA PIA CARITAS - ONLUS R.S.A. CASA MONS. G. SPERANZA","VIALE MARTIRI DELLA LIBERTA',6","016246","ZOGNO","24.019","BG","113","113","170453","FONDAZIONE SAN LORENZO- OPERA PIA CARITAS ONLUS","04410980165","04410980165","VIALE MARTIRI DELLA LIBERTA',6","016246","ZOGNO","BG","PRIVATA","45,7939","9,66625","SI","POINT (9.66625 45.7939)"
"321","000096","ISTITUTO GERIATRICO P. REDAELLI","VIA BARTOLOMEO D'ALVIANO,78","015146","MILANO","20.146","MI","310","310","690852","AZIENDA DI SERVIZI ALLA PERSONA GOLGI REDAELLI","04737420150","80063990156","VIA BARTOLOMEO D'ALVIANO,78","015146","MILANO","MI","PUBBLICA","45,4595933","9,1381581","SI","POINT (9.1381581 45.4595933)"
"321","097382","RSA ARBOREA","VIA RITA LEVI MONTALCINI,1","098032","LODI VECCHIO","26.855","LO","120",,"692369","CODESS SOCIALE SOCIETA' COOPERATIVA SOCIALE","03174760276","03174760276","VIA GIOVANNI BOCCACCIO,96","028060","PADOVA","PD","PRIVATA","45,30243","9,41875","NO","POINT (9.41875 45.30243)"
"322","000752","ISTITUTO CAVALIER FRANCESCO MENOTTI","VIA GARIBALDI MENOTTI,15","012027","CADEGLIANO-VICONAGO","21.031","VA","167","167","690794","ISTITUTO CAVALIER FRANCESCO MENOTTI","01171300120","01171300120","VIA GARIBALDI MENOTTI,15","012027","CADEGLIANO-VICONAGO","VA","PRIVATA","45,9562","8,84406","SI","POINT (8.84406 45.9562)"
"326","001572","RSA - DON AMBROGIO CACCIAMATTA","VIA PER ROVATO,13/D","017085","ISEO","25.049","BS","114","105","690677","DON AMBROGIO CACCIAMATTA - FRATELLI GUERINI ONLUS","03595720172","80016110175","VIA PER ROVATO,13/D","017085","ISEO","BS","PRIVATA","45,65636","10,04071","SI","POINT (10.04071 45.65636)"
"328","004800","TORRE DELLA ROCCHETTA","VIA VIGALFO,20","018004","ALBUZZANO","27.010","PV","66","66","122970","TORRE DELLA ROCCHETTA","02398230181","02398230181","PIAZZA TORRE DELLA ROCCHETTA,1","018004","ALBUZZANO","PV","PRIVATA","45,1955559","9,2831793","SI","POINT (9.2831793 45.1955559)"
"324","001198","RSA FONDAZIONE DON CARLO GNOCCHI ONLUS - CENTRO RONZONI VILLA","VIALE PIAVE,12","108039","SEREGNO","20.831","MB","92","92","690451","FONDAZIONE DON CARLO GNOCCHI ONLUS","12520870150","04793650583","VIA CARLO GIROLA,30","015146","MILANO","MI","PRIVATA","45,65548","9,19396","SI","POINT (9.19396 45.65548)"
"324","001115","R.S.A. VILLA SERENA","PIAZZALE ACHILLE GRANDI,1","097036","GALBIATE","23.851","LC","184","184","690672","KCS CAREGIVER COOPERATIVA SOCIALE","02125100160","02125100160","ROTONDA DEI MILLE,1","016024","BERGAMO","BG","PRIVATA","45,792","9,36878","SI","POINT (9.36878 45.792)"
"324","001130","RSA CORTE BRIANTEA","VIA ITALIA,70","108034","MUGGIO'","20.835","MB","100","100","690692","COOP. SOC. RAGGIO VERDE A.R.L.","03099160966","03099160966","VIA ITALIA,70","108034","MUGGIO'","MB","PRIVATA","45,59194708","9,21916118","SI","POINT (9.21916118 45.59194708)"
"324","041708","MACHIAVELLI 1","VIA ANTONIO VIVALDI,14","108007","BERNAREGGIO","20.881","MB","120","120","202333","LA VILLA S.P.A.","05548060481","05548060481","VIA BENEDETTO DA FOIANO 14","048017","FIRENZE","FI","PRIVATA","45,64732","9,40779","SI","POINT (9.40779 45.64732)"
"321","000179","SANTA GIULIA","VIA RICCARDO PITTERI,81","015146","MILANO","20.134","MI","145","145","691212","SEGESTA GESTIONI SRL","04140620966","04140620966","VIALE CASSALA,22","015146","MILANO","MI","PRIVATA","45,4778355","9,2465586","SI","POINT (9.2465586 45.4778355)"
"321","000013","CASA DI RIPOSO L. ACCORSI","VIA CARLO GUIDI,15","015118","LEGNANO","20.025","MI","100","100","690672","KCS CAREGIVER COOPERATIVA SOCIALE","02125100160","02125100160","ROTONDA DEI MILLE,1","016024","BERGAMO","BG","PRIVATA","45,60388","8,93628","SI","POINT (8.93628 45.60388)"
"327","001777","RSA CASA PACE","VIA CARLO MONTANARI,20","020030","MANTOVA","46.100","MN","53","53","100880","CORESS SOCIETA' COOPERATIVA SOCIALE","01068200359","01068200359","VIA GIANNINO DEGANI, 1","035033","REGGIO NELL'EMILIA","RE","PRIVATA","45,16196","10,797","SI","POINT (10.797 45.16196)"
"321","000602","RSA ISTITUTO PALAZZOLO","VIA DON LUIGI PALAZZOLO,21","015146","MILANO","20.149","MI","578","578","690451","FONDAZIONE DON CARLO GNOCCHI ONLUS","12520870150","04793650583","VIA CARLO GIROLA,30","015146","MILANO","MI","PRIVATA","45,4894283","9,1444404","SI","POINT (9.1444404 45.4894283)"
"322","038327","I LAGHI","VIA MOLINO,SNC","013157","MONTORFANO","22.030","CO","80","80","136089","RSA OASI CERRO SRL","09986470962","09986470962","VIA PORLEZZA,8","015146","MILANO","MI","PRIVATA","45,7833236","9,1491222","SI","POINT (9.1491222 45.7833236)"
"325","001445","FONDAZIONE SAN GIUSEPPE","VIALE ANTONIO LOCATELLI,6","016091","DALMINE","24.044","BG","119","119","690506","UNIVERSIIS SOCIETA' COOPERATIVA SOCIALE","01818390302","01818390302","VIA CIVIDINA,41/A","030129","UDINE","UD","PRIVATA","45,64696","9,60402","SI","POINT (9.60402 45.64696)"
"323","002884","RSA IL GIARDINO SUL LAGO","VIALE GIUSEPPE GARIBALDI,24","013090","DONGO","22.014","CO","66","66","690426","FONDAZIONE ENRICO FALK - ETS","00701890139","00701890139","VIALE GIUSEPPE GARIBALDI,24","013090","DONGO","CO","PRIVATA","46,12319358","9,28163979","SI","POINT (9.28163979 46.12319358)"
"326","003363","RSA - CASA DI RIPOSO G.B. VALOTTI - ONLUS","VIA GIOACHINO ROSSINI,3","017086","ISORELLA","25.010","BS","46","40","690437","FONDAZIONE CASA DI RIPOSO G.B. VALOTTI - ONLUS","00582390985","00851720177","VIA GIOACHINO ROSSINI,3","017086","ISORELLA","BS","PRIVATA","45,3075937","10,328167","SI","POINT (10.328167 45.3075937)"
"325","001403","FONDAZIONE DOMUS E.D.E.R.A.","VIA VITTORIO EMANUELE II,227","016101","FONTANELLA","24.056","BG","58","56","690664","FONDAZIONE DOMUS E.D.E.R.A.","03089370161","03089370161","VIA VITTORIO EMANUELE II,227","016101","FONTANELLA","BG","PRIVATA","45,472056","9,7991738","SI","POINT (9.7991738 45.472056)"
"321","000375","RSA FAMAGOSTA","VIA ANTONIO DI RUDINI',3","015146","MILANO","20.142","MI","285","285","690681","NUOVA ASSISTENZA- SOCIETA' COOPERATIVA SOCIALE ONLUS","01684780032","06902520011","VIA BAVENO,4","003106","NOVARA","NO","PRIVATA","45,4328133","9,1590887","SI","POINT (9.1590887 45.4328133)"
"325","001322","FONDAZIONE CASA DI RIPOSO DI PONTE SAN PIETRO O.N.L.U.S.","VIA GIACOMO MATTEOTTI,5","016170","PONTE SAN PIETRO","24.036","BG","103","85","690614","FONDAZIONE CASA DI RIPOSO DI PONTE SAN PIETRO ONLUS","01837860160","82000550168","VIA GIACOMO MATTEOTTI,5","016170","PONTE SAN PIETRO","BG","PRIVATA","45,6981451","9,5864293","SI","POINT (9.5864293 45.6981451)"
"328","002066","RSA 2 ASP CARLO PEZZANI","VIALE DELLA REPUBBLICA,86","018182","VOGHERA","27.058","PV","68","68","691447","A.S.P. CARLO PEZZANI","00990490187","86000150184","VIALE DELLA REPUBBLICA,86","018182","VOGHERA","PV","PUBBLICA","44,9845356","9,0086207","SI","POINT (9.0086207 44.9845356)"
"327","001953","RSA BEATA PAOLA","PIAZZA CANTARANA,18","020070","VOLTA MANTOVANA","46.049","MN","118","118","691102","SOLIDARIETA' SRL","02245740200","02245740200","VIA MANTOVA,6","020071","BORGO VIRGILIO","MN","PRIVATA","45,32052","10,66156","SI","POINT (10.66156 45.32052)"
"325","003567","RSA FONDAZIONE BUONOMO CACCIAMATTA 1836","VIA SAN ROCCO,SNC","016211","TAVERNOLA BERGAMASCA","24.060","BG","60","60","691816","CACCIAMATTA SRL","03492560168","03492560168","VIA SAN ROCCO,SNC","016211","TAVERNOLA BERGAMASCA","BG","PRIVATA","45,7117534","10,043135","SI","POINT (10.043135 45.7117534)"
"324","001000","CASA DI RIPOSO FONDAZIONE FRATELLI ENRICO E ANTONIO NOBILI - ONLUS","VIA RISORGIMENTO,12","097090","VIGANO'","23.897","LC","44","44","690521","CASA DI RIPOSO FONDAZIONE FRATELLI ENRICO E ANTONIO NOBILI - ONLUS","00691680136","85001400135","VIA RISORGIMENTO,12","097090","VIGANO'","LC","PRIVATA","45,7255424","9,326315","SI","POINT (9.326315 45.7255424)"
"321","000477","SEN. C. PERINI","VIA CARROCCIO,1","015182","RHO","20.017","MI","260","243","691454","FONDAZIONE GIUSEPPE RESTELLI ONLUS","08938040154","86503120155","VIA CARROCCIO,1","015182","RHO","MI","PRIVATA","45,5379791","9,033309","SI","POINT (9.033309 45.5379791)"
"321","000533","RESIDENZE SACCARDO               EDIFICIO B","VIA PIETRO ANDREA SACCARDO,47","015146","MILANO","20.134","MI","100","100","691212","SEGESTA GESTIONI SRL","04140620966","04140620966","VIALE CASSALA,22","015146","MILANO","MI","PRIVATA","45,4818126","9,2444925","SI","POINT (9.2444925 45.4818126)"
"321","000623","FONDAZIONE OPERA PIA FRANCESCA  COLLEONI DE MAESTRI ONLUS","VIA BARTOLOMEO COLLEONI,5","015062","CASTANO PRIMO","20.022","MI","110","110","691203","OPERA PIA FRANCESCA COLLEONI DE MAESTRI - IMPRESA SOCIALE","03690110154","03690110154","VIA BARTOLOMEO COLLEONI,5","015062","CASTANO PRIMO","MI","PRIVATA","45,55206","8,77332","SI","POINT (8.77332 45.55206)"
"328","002103","FONDAZIONE VARNI AGNETTI","STRADA ARDIVESTRA,3","018073","GODIASCO SALICE TERME","27.052","PV","88","84","691105","FONDAZIONE VARNI AGNETTI E.T.S.","01664350186","01664350186","STRADA ARDIVESTRA,5","018073","GODIASCO SALICE TERME","PV","PRIVATA","44,8950179","9,0602159","SI","POINT (9.0602159 44.8950179)"
"321","000048","R.S.A. VIA BARONI","VIA COSTANTINO BARONI,57/A","015146","MILANO","20.142","MI","100","100","690790","COOPERATIVA SOCIALE COOPSELIOS SOCIETA' COOPERATIVA ONLUS","01164310359","01164310359","VIA ANTONIO GRAMSCI,54/S","035033","REGGIO NELL'EMILIA","RE","PRIVATA","45,4065746","9,170114","SI","POINT (9.170114 45.4065746)"
"326","001536","FONDAZIONE LUCINI-CANTU' ONLUS","VIA SAN MARTINO DELLA BATTAGLIA,21","017166","ROVATO","25.038","BS","76","70","690548","FONDAZIONE LUCINI CANTU' ONLUS","00724560982","82001610177","VIA SAN MARTINO DELLA BATTAGLIA,21","017166","ROVATO","BS","PRIVATA","45,56262","10,00118","SI","POINT (10.00118 45.56262)"
"322","002709","VILLA DOSSEL","VIA MAZZANO,SNC","013037","CAGLIO","22.030","CO","60","60","691806","PUNTO SERVICE - COOPERATIVA SOCIALE A R.L","01645790021","01645790021","VIA VERCELLI,23/A","002031","CARESANABLOT","VC","PRIVATA","45,8688249","9,2388584","SI","POINT (9.2388584 45.8688249)"
"321","000675","RSA IL NUOVO FOCOLARE DI S. MARIA DI LORETO","VIA PADRE GIOVAN BATTISTA MARTINI,29","015146","MILANO","20.131","MI","78","74","690654","IL NUOVO FOCOLARE DI S. M. DI LORETO","12751590154","12751590154","VIA PADRE GIOVAN BATTISTA MARTINI,29","015146","MILANO","MI","PRIVATA","45,487728","9,2287342","SI","POINT (9.2287342 45.487728)"
"322","096271","ZAFFIRO RSA SMERALDO","VIA ENRICO TAZZOLI,1","013048","CARUGO","22.060","CO","120","120","159772","ZAFFIRO NORD S.R.L.","02881800300","02881800300","VIA MELCHIORRE GIOIA,121","015146","MILANO","MI","PRIVATA","45,7116727","9,1937035","SI","POINT (9.1937035 45.7116727)"
"322","002751","SAN GIULIO","VIA RONCHETTO,9","013022","BEREGAZZO CON FIGLIARO","22.070","CO","120","120","690869","CROCE DI MALTA SRL","03653930960","03653930960","VIALE CASSALA,22","015146","MILANO","MI","PRIVATA","45,7779549","8,9510664","SI","POINT (8.9510664 45.7779549)"
"324","001165","RSA FONDAZIONE GIUSEPPINA SCOLA - ONLUS","VIA CAMILLO BENSO CAVOUR,27","108008","BESANA IN BRIANZA","20.842","MB","165","165","690828","FONDAZIONE G. SCOLA ONLUS","00985740968","83000310157","VIA CAMILLO BENSO CAVOUR,27","108008","BESANA IN BRIANZA","MB","PRIVATA","45,68374","9,29336","SI","POINT (9.29336 45.68374)"
"321","000285","R.S.A. SANTA SARA","VIA ANTON GIULIO BARRILI,6","015146","MILANO","20.141","MI","70","70","690713","COOPERATIVA SOCIALE QUADRIFOGLIO S.C. ONLUS","03890320017","03890320017","VIALE SAVORGNAN D'OSOPPO,4/10","001191","PINEROLO","TO","PRIVATA","45,4338582","9,1748068","SI","POINT (9.1748068 45.4338582)"
"321","090282","RSA ADRIANO","VIA PUBLIO ELIO ADRIANO,109","015146","MILANO","20.128","MI","120","120","691715","PRO.GES. - SOCIETA' COOPERATIVA SOCIALE","01534890346","01534890346","VIA COLORNO,63","034027","PARMA","PR","PRIVATA","45,5178962","9,2439767","SI","POINT (9.2439767 45.5178962)"
"326","001494","RSA - ALESSANDRO LUZZAGO","VIA LAMA,67","017029","BRESCIA","25.133","BS","138","120","690754","FONDAZIONE CASA DI DIO ONLUS","02467380982","02467380982","VIA MORETTO,4","017029","BRESCIA","BS","PRIVATA","45,5684336","10,2464067","SI","POINT (10.2464067 45.5684336)"
"327","001818","R.S.A. VILLA MADDALENA","VIA CESARE BATTISTI,17","020026","GOITO","46.044","MN","128","120","690452","C.S.A. COOPERATIVA SERVIZI ASSISTENZIALI - SOCIETA' COOPERATIVA SOCIALE","01697440202","01697440202","VIA GELSO,8","020030","MANTOVA","MN","PRIVATA","45,25649","10,66803","SI","POINT (10.66803 45.25649)"
"325","001331","RSA SOVERE","VIA SENATORE SILVESTRI,2","016204","SOVERE","24.060","BG","101","101","690689","FONDAZIONE BOTTAINI DE' CAPITANI ONLUS","00121570162","00121570162","VIA SENATORE SILVESTRI,2","016204","SOVERE","BG","PRIVATA","45,82096","10,02247","SI","POINT (10.02247 45.82096)"
"326","001538","RSA - ISTITUTO BASSANO CREMONESINI PER PERSONE CON DISABILITA' PSICHICA ETS","VIA ROMA,1","017149","PONTEVICO","25.026","BS","180","180","690687","ISTITUTO BASSANO CREMONESINI PER DISABILI PSICHICHE ONLUS","88002090178","88002090178","VIA ROMA,1","017149","PONTEVICO","BS","PRIVATA","45,27163","10,08566","SI","POINT (10.08566 45.27163)"
"323","000952","RSA TOMASO AMBROSETTI","VIA PIETRO PAOLO PARRAVICINI,16","014045","MORBEGNO","23.017","SO","80","80","690604","FONDAZIONE CASA DI RIPOSO AMBROSETTI PARAVICINI ONLUS","00539680140","00539680140","VIA PIETRO PAOLO PARRAVICINI 16","014045","MORBEGNO","SO","PRIVATA","46,1342","9,57245","SI","POINT (9.57245 46.1342)"
"328","002185","RESIDENZA I GIGLI","VIA CAVOUR/ANGOLO VIA MADONNA 47","018027","CANDIA LOMELLINA","27.031","PV","22","22","690801","ANTEO COOPERATIVA SOCIALE ONLUS","01758780025","01758780025","VIA FELICE PIACENZA 11","096004","BIELLA","BI","PRIVATA","45,17779","8,59216","SI","POINT (8.59216 45.17779)"
"327","001904","RSA VILLA AURELIA","VIA OGLIO,122","020031","MARCARIA","46.010","MN","103","98","690632","COOPERATIVA LA PROVVIDENZA SOCIETA' COOPERATIVA","03007980232","03007980232","VIA CAVOUR,38","023096","VILLAFRANCA DI VERONA","VR","PRIVATA","45,1107346","10,5688335","SI","POINT (10.5688335 45.1107346)"
"322","002736","CASA DI RIPOSO VALLARDI ETS","VIA ABATE POZZONE,2","013010","APPIANO GENTILE","22.070","CO","71","70","690865","CASA DI RIPOSO VALLARDI ETS","09905400157","80064030150","VIA ABATE POZZONE,2","013010","APPIANO GENTILE","CO","PRIVATA","45,7386206","8,9806518","SI","POINT (8.9806518 45.7386206)"
"322","002746","FONDAZIONE RSA GARIBALDI POGLIANI ONLUS","VIA ANDREA CAMUZIO,6","013043","CAPIAGO INTIMIANO","22.070","CO","60","60","690802","FONDAZIONE R.S.A. GARIBALDI POGLIANI ONLUS","01798350136","81002570133","VIA FRATELLI GALIMBERTI,4","013041","CANTU'","CO","PRIVATA","45,76798","9,12478","SI","POINT (9.12478 45.76798)"
"322","000837","RESIDENZA LAGO MAGGIORE","FRAZIONE VIA SANFIDEG,1","012114","PORTO VALTRAVAGLIA","21.010","VA","103","100","105007","MARINER UNO S.R.L.","05433160966","05433160966","CORSO DI PORTA ROMANA,54","015146","MILANO","MI","PRIVATA","45,96045","8,69395","SI","POINT (8.69395 45.96045)"
