"COD_ASL","COD_STRUTTURA","DENOM_STRUTTURA","INDIRIZZO_UBICAZIONE","COD_ISTAT_COMUNE_UBICAZIONE","COMUNE_UBICAZIONE","CAP","PROV_COMUNE_UBICAZIONE","TOT_POSTI_AUTORIZZATI","TOT_POSTI_ACCREDITATI","COD_GESTORE","DENOM_GESTORE","P_IVA","COD_FISCALE_GESTORE","INDIRIZZO_SEDE_LEGALE","COD_ISTAT_COMUNE_SEDE_LEGALE","COMUNE_SEDE_LEGALE","PROV_SEDE_LEGALE","PUBBLICA_PRIVATA","WGS84_Y","WGS84_X","FL_ACCREDITATA","Location"
"322","002916","LA SAPIENZA","VIA NANC,18","013145","MENAGGIO","22.017","CO","66","43","690471","SAN GIACOMO S.R.L.","02644040137","02644040137","VIA ACCADEMIA,48","015146","MILANO","MI","PRIVATA","46,02119","9,23875","SI","POINT (9.23875 46.02119)"
"327","001868","RSA FONDAZIONE CONTE CARLO BUSI","VIA ALDO FORMIS,4","019021","CASALMAGGIORE","26.041","CR","175","165","690459","FONDAZIONE CONTE CARLO BUSI ONLUS","01322210194","01322210194","VIA ALDO FORMIS,4","019021","CASALMAGGIORE","CR","PRIVATA","44,9895801","10,4154643","SI","POINT (10.4154643 44.9895801)"
"322","002847","CASA DI RIPOSO VILLA CITTERIO","LOCALITA' PESCAU',56","013126","LEZZENO","22.025","CO","33","30","690446","ACLI SOLIDARIETA' E SERVIZI A.R.L.","01372740132","01372740132","VIA GIUSEPPE BRAMBILLA,35","013075","COMO","CO","PRIVATA","45,94414","9,18068","SI","POINT (9.18068 45.94414)"
"321","000118","CASA  DI RIPOSO PER MUSICISTI","PIAZZA MICHELANGELO BUONARROTI,29","015146","MILANO","20.149","MI","25","25","690420","CASA DI RIPOSO PER MUSICISTI - FONDAZIONE GIUSEPPE VERDI","06132940153","80051650150","PIAZZA MICHELANGELO BUONARROTI,29","015146","MILANO","MI","PRIVATA","45,4703497","9,1548831","SI","POINT (9.1548831 45.4703497)"
"326","001725","RSA - FONDAZIONE CASA DI RIPOSO PER ANZIANI DI BOTTICINO ONLUS","VIA TITO SPERI,105","017023","BOTTICINO","25.082","BS","62","62","690810","FONDAZIONE CASA DI RIPOSO PER ANZIANI DI BOTTICINO ONLUS","01790140170","80048980173","VIA TITO SPERI,105","017023","BOTTICINO","BS","PRIVATA","45,5354147","10,3052448","SI","POINT (10.3052448 45.5354147)"
"321","070890","RSA GIARDINI","VICOLO ORIANA FALLACI,10","015206","SENAGO","20.030","MI","60","60","137308","GRUPPO GHERON SRL","01574550339","01574550339","VIA ARCHIMEDE,57","015146","MILANO","MI","PRIVATA","45,57893","9,12607","SI","POINT (9.12607 45.57893)"
"327","001995","RSA TOSI CIPPELLETTI DI RIVAROLO MANTOVANO","VIA GINO AVIGNI,38","020050","RIVAROLO MANTOVANO","46.017","MN","80","68","690536","FONDAZIONE TOSI CIPPELLETTI DI RIVAROLO MANTOVANO ONLUS","01572860201","80005670205","VIA GINO AVIGNI,38","020050","RIVAROLO MANTOVANO","MN","PRIVATA","45,0714643","10,4377724","SI","POINT (10.4377724 45.0714643)"
"327","041028","VILLA ABBADIA","VIA ABBADIA SANTA MARTA,2","019043","FIESCO","26.010","CR","80","80","123408","SERENI ORIZZONTI 1 SPA","02833470301","02833470301","VIA VITTORIO VENETO,45","030129","UDINE","UD","PRIVATA","45,33955","9,78013","SI","POINT (9.78013 45.33955)"
"322","000845","FONDAZIONE MONS. GEROLAMO  COMI ONLUS","VIA CARLO FORLANINI,6","012092","LUINO","21.016","VA","184","184","690624","FONDAZIONE MONS. G. COMI ONLUS","02191770128","84002350126","VIA CARLO FORLANINI,6","012092","LUINO","VA","PRIVATA","45,9973738","8,7462549","SI","POINT (8.7462549 45.9973738)"
"323","000924","FONDAZIONE FRATELLI BONA","VIA GUGLIELMO MARCONI,3","017035","CAPO DI PONTE","25.044","BS","57","40","691319","FONDAZIONE FRATELLI BONA - O.N.L.U.S.","01661800985","81000330175","VIA GUGLIELMO MARCONI,3","017035","CAPO DI PONTE","BS","PRIVATA","46,03013","10,33935","SI","POINT (10.33935 46.03013)"
"321","000006","RESIDENZA ANZIANI ARZAGA","VIA ARZAGA,1","015146","MILANO","20.146","MI","102","102","690418","COMUNITA' EBRAICA DI MILANO","03547690150","03547690150","VIA SALLY MAYER,2","015146","MILANO","MI","PRIVATA","45,4564836","9,1391402","SI","POINT (9.1391402 45.4564836)"
"324","001117","CASA DI RIPOSO DI MANDELLO DEL LARIO ONLUS","VIA DEGLI ALPINI,4","097046","MANDELLO DEL LARIO","23.826","LC","100","100","690627","CASA DI RIPOSO DI MANDELLO DEL LARIO ONLUS","00762530137","83005450131","VIA DEGLI ALPINI,4","097046","MANDELLO DEL LARIO","LC","PRIVATA","45,9179014","9,3224854","SI","POINT (9.3224854 45.9179014)"
"321","000164","CASA OSPITALITA' ANZIANI","VIA GIUSEPPE GARIBALDI,9","015181","RESCALDINA","20.027","MI","67","67","691203","OPERA PIA FRANCESCA COLLEONI DE MAESTRI - IMPRESA SOCIALE","03690110154","03690110154","VIA BARTOLOMEO COLLEONI,5","015062","CASTANO PRIMO","MI","PRIVATA","45,6159889","8,9521459","SI","POINT (8.9521459 45.6159889)"
"323","000932","RSA FONDAZIONE DON G. FERRAGLIO","VIA GIOVANNI FERRAGLIO,8","017101","MALONNO","25.040","BS","100","100","690626","FONDAZIONE DON GIOVANNI FERRAGLIO MALONNO ONLUS","00656570983","01814460174","VIA GIOVANNI FERRAGLIO,8","017101","MALONNO","BS","PRIVATA","46,11964","10,31679","SI","POINT (10.31679 46.11964)"
"321","000240","R.S.A. C/O IL CENTRO COMUNALE POLIVALENTE PER ANZIANI DI CUSANO MILANINO","VIA ALEMANNI,10","015098","CUSANO MILANINO","20.095","MI","42","42","123408","SERENI ORIZZONTI 1 SPA","02833470301","02833470301","VIA VITTORIO VENETO,45","030129","UDINE","UD","PRIVATA","45,5484685","9,1806866","SI","POINT (9.1806866 45.5484685)"
"328","002033","CASA SERENA","VIALE MARIO PAVESI,22","018050","CILAVEGNA","27.024","PV","264","263","690720","AZIENDA SPECIALE CASA SERENA","01986290185","92007000182","VIA DI VITTORIO,22","018050","CILAVEGNA","PV","PUBBLICA","45,31101","8,74889","SI","POINT (8.74889 45.31101)"
"324","096987","RSA STEFANO PORRO","VIA F.LLI ENRICO E ANGELO SCHIATTI 1","108054","LENTATE SUL SEVESO","20.823","MB","120","120","692369","CODESS SOCIALE SOCIETA' COOPERATIVA SOCIALE","03174760276","03174760276","VIA GIOVANNI BOCCACCIO,96","028060","PADOVA","PD","PRIVATA","45,67852","9,11462","SI","POINT (9.11462 45.67852)"
"325","001423","CASAMIA - VERDELLO","VIA XXV APRILE,9","016233","VERDELLO","24.049","BG","100","100","104985","VERDELLO S.R.L.","07529000965","07529000965","VIA SAN DONATO,97","001272","TORINO","TO","PRIVATA","45,6060967","9,6343719","SI","POINT (9.6343719 45.6060967)"
"321","000390","RSA  LUIGI CORAZZA","VIA OSPEDALE CORAZZA,3","098035","MALEO","26.847","LO","50","30","149092","RESIDENZE ASSISTITE MALEO SRL","01237210198","01237210198","VIA GIUSEPPE GARIBALDI,18/7","098035","MALEO","LO","PRIVATA","45,16457","9,76328","SI","POINT (9.76328 45.16457)"
"326","001555","CENTRO COMUNALE PER I SERVIZI SOCIALI","VIA MADONNA IN PRATIS,6","017167","RUDIANO","25.030","BS","31","30","690672","KCS CAREGIVER COOPERATIVA SOCIALE","02125100160","02125100160","ROTONDA DEI MILLE,1","016024","BERGAMO","BG","PRIVATA","45,48734","9,88417","SI","POINT (9.88417 45.48734)"
"326","001619","RSA - FONDAZIONE G.B. BIANCHI ONLUS","VIA CAVOUR,32/34","017187","TOSCOLANO MADERNO","25.088","BS","84","80","690494","FONDAZIONE G.B. BIANCHI ONLUS","87001030177","87001030177","VIA CAVOUR,32/34","017187","TOSCOLANO-MADERNO","BS","PRIVATA","45,6389042","10,6043164","SI","POINT (10.6043164 45.6389042)"
"327","001795","A. ZUCCHI E M. FALCINA","VIA ANTONIO GRAMSCI,7","019098","SORESINA","26.015","CR","213","213","137308","GRUPPO GHERON SRL","01574550339","01574550339","VIA ARCHIMEDE,57","015146","MILANO","MI","PRIVATA","45,2900083","9,8545901","SI","POINT (9.8545901 45.2900083)"
"325","001287","RSA SACRO CUORE","VIA GIOVANNI CARNOVALI,93/A","016024","BERGAMO","24.126","BG","50","50","690825","ISTITUTO DELLE SUORE DELLE POVERELLE ISTITUTO PALAZZOLO","00533470167","00533470167","VIA SAN BERNARDINO,56","016024","BERGAMO","BG","PRIVATA","45,68632","9,6698","SI","POINT (9.6698 45.68632)"
"321","000310","RSA PONTIROLO","VIA ALESSANDRO VOLTA,4","015011","ASSAGO","20.057","MI","60","60","690847","FONDAZIONE PONTIROLO ONLUS INTERCOMUNALE","04583730967","97305410157","VIA ALESSANDRO VOLTA,4","015011","ASSAGO","MI","PRIVATA","45,41174","9,12602","SI","POINT (9.12602 45.41174)"
"321","000536","RSA SANTA MARTA","VIA PARENZO,9","015146","MILANO","20.143","MI","120","120","691212","SEGESTA GESTIONI SRL","04140620966","04140620966","VIALE CASSALA,22","015146","MILANO","MI","PRIVATA","45,4415043","9,1416655","SI","POINT (9.1416655 45.4415043)"
"328","002035","FONDAZIONE BELLINI E SILVA","VIA MARCO BELLINI,5","018075","GRAVELLONA LOMELLINA","27.020","PV","40","40","690657","FONDAZIONE BELLINI E SILVA","02055990184","85002250182","VIA MARCO BELLINI,5","018075","GRAVELLONA LOMELLINA","PV","PRIVATA","45,3281429","8,7647025","SI","POINT (8.7647025 45.3281429)"
"325","001266","FONDAZIONE CASA SERENA - ETS","VIA PAPA GIOVANNI XXIII,4","016038","BREMBATE DI SOPRA","24.030","BG","207","200","112244","FONDAZIONE CASA SERENA ONLUS","04008150163","04008150163","VIA PAPA GIOVANNI XXIII,4","016038","BREMBATE DI SOPRA","BG","PRIVATA","45,7199006","9,5841708","SI","POINT (9.5841708 45.7199006)"
"321","000492","R.S.A. IPPOCRATE 1","VIA IPPOCRATE,18","015146","MILANO","20.161","MI","138","138","690869","CROCE DI MALTA SRL","03653930960","03653930960","VIALE CASSALA,22","015146","MILANO","MI","PRIVATA","45,5203308","9,1652302","SI","POINT (9.1652302 45.5203308)"
"321","000499","IL GELSO","VIA MILANO,51","015243","VITTUONE","20.009","MI","120","120","691788","AV VITTUONE S.R.L.","05944080968","05944080968","VIA MANFREDO CAMPERIO,14","015146","MILANO","MI","PRIVATA","45,482419","8,9497425","SI","POINT (8.9497425 45.482419)"
"326","001667","RSA - FONDAZIONE RICOVERO LA MEMORIA ONLUS","VIA SANTA MARIA,17","017077","GAVARDO","25.085","BS","75","75","690735","FONDAZIONE LA MEMORIA ETS","96000500171","96000500171","VIA SANTA MARIA,17","017077","GAVARDO","BS","PRIVATA","45,5870188","10,4396983","SI","POINT (10.4396983 45.5870188)"
"322","095962","RSA CAMPO DEI FIORI","VIA FRANCESCO GUICCIARDINI,66","012133","VARESE","21.100","VA","120","120","692369","CODESS SOCIALE SOCIETA' COOPERATIVA SOCIALE","03174760276","03174760276","VIA GIOVANNI BOCCACCIO,96","028060","PADOVA","PD","PRIVATA","45,8066253","8,84359139","SI","POINT (8.84359139 45.8066253)"
"323","000913","CASA RIPOSO BELLAVISTA - SONDALO","VIA GIOVANNI BERTACCHI,8","014060","SONDALO","23.035","SO","58","58","141168","FONDAZIONE FRANCESCO SICCARDI - ONLUS","01018720142","93026960141","VIA GIOVANNI BERTACCHI 8","014060","SONDALO","SO","PRIVATA","46,3312472","10,31748","SI","POINT (10.31748 46.3312472)"
"326","095878","ANGELO GASPAROTTI","VIA FRANCESCO ZANE,10","017170","SALO'","25.087","BS","20","20","690584","FONDAZIONE CITTA' DI  SALO'","00726460983","87000750171","VIA FRANCESCO ZANE,10","017170","SALO'","BS","PRIVATA","45,6045504","10,5159987","SI","POINT (10.5159987 45.6045504)"
"326","001557","RSA - FONDAZIONE CENTRO SERVIZI ASSISTENZIALI CAMI- ALBERINI ONLUS","VIA ALBERINI,18","017080","GOTTOLENGO","25.023","BS","80","70","690656","FONDAZIONE ""CENTRO SERVIZI ASSISTENZIALI CAMI - ALBERINI"" ONLUS","01903970984","01903970984","VIA ALBERINI,18","017080","GOTTOLENGO","BS","PRIVATA","45,29209","10,27523","SI","POINT (10.27523 45.29209)"
"321","016092","NAVIGLIO GRANDE","VIA ALZAIA TRENTO,1","015093","CORSICO","20.094","MI","60","60","137308","GRUPPO GHERON SRL","01574550339","01574550339","VIA ARCHIMEDE,57","015146","MILANO","MI","PRIVATA","45,437482","9,120323","SI","POINT (9.120323 45.437482)"
"321","000690","VILLA ARCADIA","VIA LUIGI CADORNA,18","015012","BAREGGIO","20.008","MI","100","100","690489","ANZIANI '93 - COOPERATIVA SOCIALE","12481490154","12481490154","VIA LUIGI CADORNA,18","015012","BAREGGIO","MI","PRIVATA","45,4762482","8,992068","SI","POINT (8.992068 45.4762482)"
"323","000958","RSA RESIDENZA PER ANZIANI VILLA W.A. MOZART","VIALE DEI CASTAGNI,2","017095","LOZIO","25.040","BS","47","47","692555","VALLE CAMONICA SOLIDALE SOCIETA COOPERATIVA SOCIALE ONLUS","03214740981","03214740981","VIALE DEI CASTAGNI,2","017095","LOZIO","BS","PRIVATA","45,98674","10,26012","SI","POINT (10.26012 45.98674)"
"325","001328","R.S.A. MADONNA DEL BOLDESICO","VIA DOTTORE LIBERO SIGNORELLI,91/93","016120","GRUMELLO DEL MONTE","24.064","BG","66","60","690661","FONDAZIONE MADONNA DEL BOLDESICO O.N.L.U.S.","02629370160","80013970167","VIA DOTTORE LIBERO SIGNORELLI,91/93","016120","GRUMELLO DEL MONTE","BG","PRIVATA","45,6442092","9,8833817","SI","POINT (9.8833817 45.6442092)"
"322","002840","FONDAZIONE CASA DI RIPOSO CITTA' DI OLGIATE COMASCO ONLUS","VIALE MICHELANGELO BUONARROTI,6","013165","OLGIATE COMASCO","22.077","CO","82","82","690644","FONDAZIONE CASA DI RIPOSO CITTA' DI OLGIATE COMASCO ONLUS","03064800133","03064800133","VIALE MICHELANGELO BUONARROTI,6","013165","OLGIATE COMASCO","CO","PRIVATA","45,7858823","8,965249","SI","POINT (8.965249 45.7858823)"
"321","000250","RSA SAN LUCA","VIA SAN LUCA,4","015146","MILANO","20.122","MI","91","91","691497","KOS CARE S.R.L.","01148190547","01148190547","VIA DURINI,9","015146","MILANO","MI","PRIVATA","45,4545584","9,1864136","SI","POINT (9.1864136 45.4545584)"
"328","002213","R.S.A. ARCOBALENO SOLE","VIA FERRUCCIO BELLI,8","018041","CAVA MANARA","27.051","PV","64","64","690769","COOPERATIVA SOCIALE ARCOBALENO SOCIETA' PER AZIONI","01967560184","01967560184","VIA FERRUCCIO BELLI,8","018041","CAVA MANARA","PV","PRIVATA","45,14188","9,1027","SI","POINT (9.1027 45.14188)"
"322","000697","FONDAZ. FRATELLI PAOLO E TITO MOLINA ONLUS","VIALE LUIGI BORRI,133","012133","VARESE","21.100","VA","448","436","691019","FONDAZIONE FRATELLI PAOLO E TITO MOLINA - ONLUS","00404960122","00404960122","VIALE LUIGI BORRI,133","012133","VARESE","VA","PRIVATA","45,80075","8,84291","SI","POINT (8.84291 45.80075)"
"323","000905","RSA CAV. PAOLO RIVADOSSI","VIA MILANO,20/B","017022","BORNO","25.042","BS","74","70","690809","RSA BORNO SOCIETA' DI PROGETTO S.P.A.","03128510983","03128510983","VIA MILANO,20/B","017022","BORNO","BS","PRIVATA","45,95157","10,2052","SI","POINT (10.2052 45.95157)"
"325","001440","FONDAZIONE MARTINO ZANCHI  - ETS","VIA GIORGIO PAGLIA,23","016008","ALZANO LOMBARDO","24.022","BG","100","100","690862","FONDAZIONE MARTINO ZANCHI ONLUS - RSA","01468690167","80006550166","VIA GIORGIO PAGLIA,23","016008","ALZANO LOMBARDO","BG","PRIVATA","45,73485","9,72629","SI","POINT (9.72629 45.73485)"
"328","002191","FONDAZIONE MARZOTTO","VIA LOMELLINA,52","018102","MORTARA","27.036","PV","95","95","690606","FONDAZIONE MARZOTTO","00168200244","85000690249","VIA GAETANO MARZOTTO,3","024111","VALDAGNO","VI","PRIVATA","45,24655","8,74428","SI","POINT (8.74428 45.24655)"
"324","001179","RSA CASA FAMIGLIA PER ANZIANI DI BUSNAGO","VIA ANTONIO GRAMSCI,31","108051","BUSNAGO","20.874","MB","100","100","690791","SODALITAS SOCIETA' COOPERATIVA A RESPONSABILITA' LIMITATA","10068220150","10068220150","VIA GIOVANNI MARRADI,1","015146","MILANO","MI","PRIVATA","45,6180647","9,4712293","SI","POINT (9.4712293 45.6180647)"
"322","002775","FOSCOLO","VIA SAN LORENZO,10","013114","GUANZATE","22.070","CO","68","68","202333","LA VILLA S.P.A.","05548060481","05548060481","VIA BENEDETTO DA FOIANO 14","048017","FIRENZE","FI","PRIVATA","45,72379","9,01814","SI","POINT (9.01814 45.72379)"
"322","000754","FONDAZIONE BELLORA ONLUS","PIAZZA GIOVANE ITALIA,1","012070","GALLARATE","21.013","VA","90","90","690727","FONDAZIONE BELLORA ONLUS","01837120128","82005470123","PIAZZA GIOVANE ITALIA,1","012070","GALLARATE","VA","PRIVATA","45,65607","8,79051","SI","POINT (8.79051 45.65607)"
"326","001506","RSA - CASA DI RIPOSO ""DON GIUSEPPE BALDO""","VIA XXV APRILE,1","017158","PUEGNAGO DEL GARDA","25.080","BS","30","30","690619","CONGREGAZIONE PICCOLE FIGLIE DI SAN GIUSEPPE","00451530232","00451530232","VIA DON GIUSEPPE BALDO,7","023091","VERONA","VR","PRIVATA","45,57248","10,51268","SI","POINT (10.51268 45.57248)"
"328","004830","SAN FRANCESCO","VIA DON LUIGI ROVELLI,12","018115","PINAROLO PO","27.040","PV","100","100","690790","COOPERATIVA SOCIALE COOPSELIOS SOCIETA' COOPERATIVA ONLUS","01164310359","01164310359","VIA ANTONIO GRAMSCI,54/S","035033","REGGIO NELL'EMILIA","RE","PRIVATA","45,07902","9,14274","SI","POINT (9.14274 45.07902)"
"321","000269","RSA DON LEONE PORTA","VIA RUGGERO BOSCOVICH,35","015146","MILANO","20.124","MI","88","88","147756","SCI MARO S.R.L.","13342710152","13342710152","VIA RUGGERO BOSCOVICH,35","015146","MILANO","MI","PRIVATA","45,4809252","9,205931","SI","POINT (9.205931 45.4809252)"
"324","001106","RSA L'ARCA","VIA CANONICO VILLA,108","108023","DESIO","20.832","MB","124","124","690749","FONDAZIONE ""PIO E NINETTA GAVAZZI"" ETS","00986420966","83007380153","VIA CANONICO VILLA 108","108023","DESIO","MB","PUBBLICA","45,60988","9,20916","SI","POINT (9.20916 45.60988)"
"321","000199","AMBROSIANA RSA SRL","VIA OLGETTINA,63","015146","MILANO","20.132","MI","140","140","691701","AMBROSIANA RSA S.R.L.","03138560044","03138560044","VIA OLGETTINA,63","015146","MILANO","MI","PRIVATA","45,5054508","9,2729716","SI","POINT (9.2729716 45.5054508)"
"324","001153","RSA FONDAZIONE CASA FAMIGLIA S. GIUSEPPE ONLUS","VIA GENERALE ANTONIO CANTORE,7","108050","VIMERCATE","20.871","MB","124","120","690463","FONDAZIONE CASA FAMIGLIA SAN GIUSEPPE - ONLUS","00988290961","87000410156","VIA GENERALE ANTONIO CANTORE,7","108050","VIMERCATE","MB","PRIVATA","45,6223","9,3824","SI","POINT (9.3824 45.6223)"
"327","001946","FONDAZIONE CONTE DR. CARLO CARACCI ONLUS","VIA ROMA,46","020025","GAZZUOLO","46.010","MN","66","62","690738","FONDAZIONE CONTE DR.CARLO CARACCI ONLUS","01569660200","80006850202","VIA ROMA,46","020025","GAZZUOLO","MN","PRIVATA","45,0681228","10,5818266","SI","POINT (10.5818266 45.0681228)"
"325","001405","FONDAZIONE CASA DI RIPOSO G. SCARPINI","VIA LAURA SCARPINI,9","016087","COVO","24.050","BG","30","30","690744","FONDAZIONE CASA DI RIPOSO G. SCARPINI","01571950169","83001730163","VIA LAURA SCARPINI,9","016087","COVO","BG","PRIVATA","45,5016601","9,7718779","SI","POINT (9.7718779 45.5016601)"
"323","000919","""FONDAZIONE IN PARTECIPAZIONE CASA DI RIPOSO VILLA DEL SORRISO ETS","VIA CARLO DONEGANI,SNC","014009","BORMIO","23.032","SO","80","80","691034","FONDAZIONE IN PARTECIPAZIONE CASA DI RIPOSO VILLA DEL SORRISO ONLUS","00539100149","00539100149","VIA DON ANGELO MOLTRASIO,5","014009","BORMIO","SO","PRIVATA","46,46686","10,37957","SI","POINT (10.37957 46.46686)"
"325","001327","ISTITUZIONI DON CARLO BOTTA RSA S. CHIARA","VIA GIUSEPPE GARIBALDI,5","016024","BERGAMO","24.122","BG","100","100","690821","ISTITUZIONI DON CARLO BOTTA","02355880168","02355880168","VIA GIUSEPPE GARIBALDI,5","016024","BERGAMO","BG","PRIVATA","45,69561","9,66414","SI","POINT (9.66414 45.69561)"
"325","013281","RESIDENZA PRIMAVERA","VIA LEGA LOMBARDA,12","016003","ALBANO SANT'ALESSANDRO","24.061","BG","120","120","129768","RESIDENZA PRIMAVERA SRL","04162770160","04162770160","VIA LEGA LOMBARDA,12","016003","ALBANO SANT'ALESSANDRO","BG","PRIVATA","45,6839","9,76509","SI","POINT (9.76509 45.6839)"
"321","000059","SAN RICCARDO PAMPURI","VIA DANTE ALIGHIERI,4","015150","MORIMONDO","20.081","MI","60","60","690605","FONDAZIONE SAN RICCARDO PAMPURI - ONLUS","13117740152","90014970157","VIA DANTE ALIGHIERI,4","015150","MORIMONDO","MI","PRIVATA","45,35469","8,95635","SI","POINT (8.95635 45.35469)"
"321","000584","VIRGILIO  FERRARI","VIA DEI PANIGAROLA,14","015146","MILANO","20.139","MI","235","235","691806","PUNTO SERVICE - COOPERATIVA SOCIALE A R.L","01645790021","01645790021","VIA VERCELLI,23/A","002031","CARESANABLOT","VC","PRIVATA","45,4356347","9,2225111","SI","POINT (9.2225111 45.4356347)"
"324","001077","CASA FAMIGLIA PER ANZIANI","VIA ALDO MORO,10","097058","OLGIATE MOLGORA","23.887","LC","65","65","182752","PROJECT LIFE S.R.L.","11074420966","11074420966","CORSO VENEZIA,61","015146","MILANO","MI","PRIVATA","45,72258","9,39749","SI","POINT (9.39749 45.72258)"
"321","000559","RESIDENZA SANITARIA ASSISTENZIALE PINDARO 44","VIA PINDARO,44","015146","MILANO","20.128","MI","120","120","690801","ANTEO COOPERATIVA SOCIALE ONLUS","01758780025","01758780025","VIA FELICE PIACENZA 11","096004","BIELLA","BI","PRIVATA","45,5167362","9,2303567","SI","POINT (9.2303567 45.5167362)"
"321","000130","POLO GERIATRICO RIABILITATIVO","VIA DEI LAVORATORI,133","015077","CINISELLO BALSAMO","20.092","MI","109","109","691497","KOS CARE S.R.L.","01148190547","01148190547","VIA DURINI,9","015146","MILANO","MI","PRIVATA","45,5581088","9,2386961","SI","POINT (9.2386961 45.5581088)"
"326","001755","RSA - ""VILLA ELISA""","VIA SAN POLO,2","017029","BRESCIA","25.124","BS","62","62","690813","FONDAZIONE BRESCIA SOLIDALE ONLUS","02912960982","98133500177","VIA LUCIO FIORENTINI,19/B","017029","BRESCIA","BS","PRIVATA","45,52608","10,24106","SI","POINT (10.24106 45.52608)"
"325","001298","CASA ALBERGO MARIA IMMACOLATA SOC.COOP.SOCIALE ONLUS","VIA BRASSOLINO,6","016047","CALVENZANO","24.040","BG","79","75","691124","CASA ALBERGO MARIA IMMACOLATA SOC.COOP.SOCIALE ONLUS","01871460166","01871460166","VIA BRASSOLINO,6","016047","CALVENZANO","BG","PRIVATA","45,49428","9,59517","SI","POINT (9.59517 45.49428)"
"321","000373","R.S.A.  PARCO DELLE CAVE","VIA CAPRI,21","015146","MILANO","20.153","MI","150","150","137308","GRUPPO GHERON SRL","01574550339","01574550339","VIA ARCHIMEDE,57","015146","MILANO","MI","PRIVATA","45,46766","9,0929408","SI","POINT (9.0929408 45.46766)"
"321","000355","FONDAZIONE RICOVERO  MARTINELLI ONLUS","VIA LAURA VICUNA,2","015077","CINISELLO BALSAMO","20.092","MI","215","202","690434","FONDAZIONE RICOVERO MARTINELLI ONLUS","00987420965","85004630159","VIA CARLO MARTINELLI,45","015077","CINISELLO BALSAMO","MI","PRIVATA","45,5501118","9,219394","SI","POINT (9.219394 45.5501118)"
"321","000472","RSA CASA FAMIGLIA DI MILANO AFFORI","VIA FRANCO FACCIO,15","015146","MILANO","20.161","MI","70","70","136089","RSA OASI CERRO SRL","09986470962","09986470962","VIA PORLEZZA,8","015146","MILANO","MI","PRIVATA","45,5185654","9,1695972","SI","POINT (9.1695972 45.5185654)"
"325","001222","CASA DI RIPOSO SAN GIUSEPPE - ETS","VIA SANTO SPIRITO,15","016060","CASNIGO","24.020","BG","115","105","690785","CASA DI RIPOSO SAN GIUSEPPE ENTE MORALE - ONLUS","00689450161","00689450161","VIA SANTO SPIRITO,15","016060","CASNIGO","BG","PRIVATA","45,81812","9,86717","SI","POINT (9.86717 45.81812)"
"323","000906","RSA FONDAZIONE NINJ BECCAGUTTI ESINE","VIA CHIOSI,3/B","017070","ESINE","25.040","BS","81","81","691341","FONDAZIONE ONLUS NINJ BECCAGUTTI","01857970980","81003470176","VIA CHIOSI,3 B","017070","ESINE","BS","PRIVATA","45,923876","10,2539536","SI","POINT (10.2539536 45.923876)"
"328","039128","R.S.A. ARCOBALENO LUNA","VIA FERRUCCIO BELLI,8","018041","CAVA MANARA","27.051","PV","70","70","690769","COOPERATIVA SOCIALE ARCOBALENO SOCIETA' PER AZIONI","01967560184","01967560184","VIA FERRUCCIO BELLI,8","018041","CAVA MANARA","PV","PRIVATA","45,14188","9,1027","SI","POINT (9.1027 45.14188)"
"327","001874","FONDAZIONE SAN BIAGIO ONLUS","VIA SAN ROCCO,15","020018","CAVRIANA","46.040","MN","30","30","690771","FONDAZIONE SAN BIAGIO ONLUS","01565200209","81003330206","VIA SAN ROCCO,15","020018","CAVRIANA","MN","PRIVATA","45,34898","10,60229","SI","POINT (10.60229 45.34898)"
"328","002104","SANTA MARIA ALLE FONTI","VIALE LUIGI MANGIAGALLI,52","018073","GODIASCO SALICE TERME","27.052","PV","41","41","690451","FONDAZIONE DON CARLO GNOCCHI ONLUS","12520870150","04793650583","VIA CARLO GIROLA,30","015146","MILANO","MI","PRIVATA","44,9106644","9,0275975","SI","POINT (9.0275975 44.9106644)"
"322","045269","RSA FIAMMETTA POLIS","VIA GIACOMO LEOPARDI,132","012084","ISPRA","21.027","VA","40","40","690438","COMACO S.P.A.","01563860830","01563860830","VIA GIACOMO LEOPARDI,132","012084","ISPRA","VA","PRIVATA","45,82239","8,62447","SI","POINT (8.62447 45.82239)"
"324","001118","FONDAZIONE CASA DI RIPOSO DR. LUIGI E  REGINA SIRONI ONLUS","VIA LOCATELLI,9","097057","OGGIONO","23.848","LC","79","66","690643","FONDAZIONE CASA DI RIPOSO DR. LUIGI E REGINA SIRONI ONLUS","00651260135","00651260135","VIA LOCATELLI,9","097057","OGGIONO","LC","PRIVATA","45,7899482","9,3516664","SI","POINT (9.3516664 45.7899482)"
"321","000259","FONDAZIONE SACRA FAMIGLIA RSA SAN PIETRO","PIAZZA MONSIGNORE LUIGI MONETA,1","015074","CESANO BOSCONE","20.090","MI","60","60","690776","FONDAZIONE ISTITUTO SACRA FAMIGLIA ONLUS","00795470152","03034530158","PIAZZA MONSIGNORE LUIGI MONETA 1","015074","CESANO BOSCONE","MI","PRIVATA","45,4492226","9,09338791","SI","POINT (9.09338791 45.4492226)"
